,eventid,iyear,imonth,iday,approxdate,extended,resolution,country,country_txt,region,region_txt,provstate,city,latitude,longitude,specificity,vicinity,location,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related,Date
797,197104030003,1971,4,3,,0,,217,United States,1,North America,Michigan,Ypsilanti,"42,24088","-83,613089",1.0,1,Lover's Lane road between Plymouth and Ypsilanti Michigan,"4/3/1971: Dr. R. Wiley Brownlee, high school principle and promoter of racial coexistence was struck down and kidnapped by members of the Ku Klux Klan in Ypsilanti, Michigan, United States.  Dr. Brownlee was released later in the night but not before he was tarred and feathered.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,68.0,Named Civilian,Promoter of racial harmony,Dr. R. Wiley Brown,217.0,United States,,,,,,,,,,,,,,,,,Ku Klux Klan,,,,,,Intimidate people who promote racial harmony,0.0,,,0,5.0,5.0,0.0,,,,,,,,,,5,Firearms,4.0,Rifle/Shotgun (non-automatic),9.0,Melee,22.0,"Hands, Feet, Fists",,,,,,,,,The shotguns were not fired.  The target was struck down either with the shotgun or by fist.,0.0,0.0,0.0,1.0,1.0,0.0,0,,,,,1.0,1.0,1.0,2.0,,,,0.0,,,,,,2.0,Hostage(s) released by perpetrators,,"The length of the kidnapping was estimated to be two hours.  In response to the attack, Dr. Brownlee jokingly stated that it made him the Blackest man in town.  Robert Miles, the leader of Michigan's KKK, and four others were indicted for the attack.  Robert Miles was convicted.  He was also convicted for incident 197108300002.","""High School Principal 'Tarred and Feathered,'"" Atlanta Daily World, April 4, 1971.","""Arrest Held Stunt,"" Washington Post, June 24, 1972.","""Klan Leader Convicted,"" Call and Post, November 17, 1973.",Hewitt Project,0,0,0,0,,1971-04-03
820,197104190004,1971,4,19,,0,,217,United States,1,North America,Puerto Rico,San Juan,"18,386932","-66,061127",1.0,0,,"4/19/1971: The Armed Commandos of Liberation claimed responsibility for detonating two bombs in American owned businesses at the El Comandante Shopping Center in San Juan, Puerto Rico.  The bombs caused extensive damage and three people were injured by flying glass.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,7.0,Retail/Grocery/Bakery,American owned business in Puerto Rico,"Franklin's Women's Apparel store and Thom McCan shoe store, San Juan Puerto Rico",217.0,United States,,,,,,,,,,,,,,,,,Armed Commandos of Liberation,,,,,,To protest United States owned businesses in Puerto Rico,1.0,,,0,-99.0,-99.0,1.0,10.0,Unknown,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Two bombs,3.0,3.0,0.0,0.0,0.0,0.0,1,3.0,Minor (likely < $1 million),,Extensive damage,0.0,,,,,,,0.0,,,,,,,,,"The bombs were placed in a Thom McCan shoe store and Franklin's Women's Apparel store.  Furthermore, other United States establishments such as Woolworth's, CIT Finance Company, and Burger King were damaged in the incident.","""Catholics Closing 56 Schools,"" Washington Post, April 19, 1971.","""Blasts Strike San Juan,"" New York Times, April 19, 1971.","""Toward People's War for Independence and Socialism in Puerto Rico: In Defense of Armed Struggle,"" Documents and Communiqués from the Revolutionary Public Independence Movement and the Armed Clandestine Movement, January 1987.",Hewitt Project,0,0,0,0,,1971-04-19
842,197104290005,1971,4,29,,0,,217,United States,1,North America,California,Berkeley,"37,874043","-122,280022",1.0,0,,"4/29/1971: Christopher Brian Cowsar went to the Air Force Recruiting Station in Berkeley, California, United States and stabbed Air Force Sergeant Rogers S. Mobley to death.  During the incident Cowsar screamed, ""he's sending people to Vietnam.  He's got to die.""",1,1,1,0,,,0,1,0,1,Assassination,,,,,4,Military,28.0,Military Recruiting Station/Academy,Air Force Recruiting Staff,Air Force Recruiting Sergeant in Berkeley California,217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To protest the War in Vietnam and the draft,0.0,,,0,1.0,1.0,0.0,,,,,,,,,,9,Melee,23.0,Knife or Other Sharp Object,,,,,,,,,,,,,Five-inch hunting knife,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,Christopher Brian Cowsar was a former marine.  He was captured by two men who rushed to save Sergeant Mobley after they heard him screaming.,"""Bank, Store Bombed, Trucks Burned in L. A.,"" Washington Post, May 1, 1971.","""Recruiter Slain On Job, Hero Killed In Hold-Up,"" Afro-American, May 8, 1971.","""Air Force Recruiter Stabbed,"" Lodi News-Sentinel, May 1, 1971.",Hewitt Project,-9,-9,0,-9,,1971-04-29
849,197105040003,1971,5,4,,0,,217,United States,1,North America,California,Chico,"39,728352","-121,841985",1.0,0,,"5/4/1971: Unknown perpetrators attempted to firebomb an Air Force Recruiting Station in Chico, California, United States.  However, the bomb fizzled out before it was able to ignite.",1,1,1,0,,,0,0,0,7,Facility/Infrastructure Attack,,,,,4,Military,28.0,Military Recruiting Station/Academy,Air Force Recruiting Station,"Air Force Recruiting Station, Chico California",217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To protest the War in Vietnam and the draft,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,8,Incendiary,19.0,Molotov Cocktail/Petrol Bomb,,,,,,,,,,,,,Firebomb,0.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"Hours after this incident, a bomb was detonated at a Bank of America branch in Chico California (197105050003).  A day later, a bookstore in Chico California was firebombed (197105050004).","""Power Station, Refinery Bombed on Coast,"" Baltimore Sun, May 7. 1971.","""Bombs Hit California Businesses,"" Sarasota Herald-Tribune, May 6, 1971.","""Power Station, Book Store Hit by Bombs,"" The Day, May 6, 1971.",Hewitt Project,-9,-9,0,-9,,1971-05-04
864,197105060006,1971,5,6,,0,,217,United States,1,North America,Nevada,Hawthorne,"38,525255","-118,624627",1.0,0,,"5/6/1971: An explosive device detonated within the vicinity of Military Trucks at the Naval Ammunition Depot in Hawthorne, Nevada, United States.  Private Charles Henderson was killed and Lance Corporal Charles Bauer was injured.",1,1,1,1,2.0,Other Crime Type,0,1,0,3,Bombing/Explosion,,,,,4,Military,35.0,Military Transportation/Vehicle (excluding convoys),Naval Ammunition Depot,Military Trucks at Naval Ammunition Depot in Hawthorne Nevada,217.0,United States,,,,,,,,,,,,,,,,,Left-Wing Militants,,,,,,To protest and sabotage the US Military,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,6,Explosives,16.0,Unknown Explosive Type,,,,,,,,,,,,,Explosive device,1.0,1.0,0.0,1.0,1.0,0.0,1,3.0,Minor (likely < $1 million),,,0.0,,,,,,,0.0,,,,,,,,,There are conflicting reports as to whether authorities believed that the explosive device was set off intentionally due to sabotage or if the incident was accidental.,"""The Nation: 16 Detroit Police Seized in Gambling Drive,"" Los Angeles Times,, May 7, 1971.","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.","Christopher Hewitt, ""Political Violence and Terrorism in Modern America: A Chronology,"" Praeger Security International, 2005.",Hewitt Project,-9,-9,0,-9,,1971-05-06
889,197105190001,1971,5,19,,0,,217,United States,1,North America,New York,New York City,"40,697132","-73,931351",1.0,0,Manhattan,"5/19/1971: Members of the Black Liberation Army shot and wounded two police officers, Thomas P. Curry and Nicholas J. Binetti, in Manhattan, New York, United States.  The officers were guarding the home of New York District Attorney Frank Hogan when they saw a car going the wrong way down a one-way street.  When the officers caught up with the vehicle six blocks away, the perpetrators fired shots into the police car.  The radio car was riddled with bullets and the windshield was shattered.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,New York Police Department,Police officers guarding the home of New York District Attorney Frank Horgan,217.0,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,To kill police,0.0,,,0,-99.0,-99.0,1.0,1.0,Letter,,,,,,,,5,Firearms,2.0,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,.45 caliber submachine gun,0.0,0.0,0.0,2.0,2.0,0.0,1,3.0,Minor (likely < $1 million),,Windshield of police car shattered,0.0,,,,,,,0.0,,,,,,,,,"The Black Liberation Army claimed the attack in letters to the New York Times and New York radio station WLIB.  The machine gun used in the incident was discovered by police while arresting members of the Black Liberation Army in a robbery two weeks later (197106050002).  Richard Moore (Dhoruba al-Mujahid Bin Walid) was convicted of the incident in 1973 after two previous trials went to hung juries.  However, the New York Supreme Court reversed the conviction in 1990 due to the prosecutions failure to disclose evidence to the defense.","Robert Daley, ""Target Blue,"" Delacorte Press, 1973.","Martin Arnold, ""Hunto On for 2 Would-Be 'Cop Killers,'"" New York Times, May 21, 1971.","Ronald Sullivan, ""Court Erupts As Judge Frees An Ex-Panther,"" New York Times, March 23, 1990.",Hewitt Project,0,0,0,0,,1971-05-19
900,197105290002,1971,5,29,,0,,217,United States,1,North America,Illinois,Cairo,"37,002437","-89,171826",1.0,0,1400 Washington St.,"5/29/1971: Black militants fired into the Police Headquarters of Cairo, Illinois, United States, injuring a police officer.  Following the shooting, police officers noticed four men armed with guns across the street from the station.  The officers fired on the assailants initiating a shoot-out that lasted two hours.  Two additional policemen sustained bullet wounds while all four perpetrators eventually escaped.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Cairo Police Department,Cairo Police Headquarters,217.0,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To kill police,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,.30 caliber bullets,0.0,0.0,0.0,3.0,3.0,0.0,1,3.0,Minor (likely < $1 million),,Door damaged,0.0,,,,,,,0.0,,,,,,,,,"The three injured policemen were Hershell Hoppe, Larry Modlin, and Terry Pigg.  The perpetrators were spotted near St. Columbia Church which had served as a headquarters for the Black United Front, an organization which was directing a boycott of White owned businesses in Cairo.","""3 Wounded in Cairo Shootout,"" Chicago Tribune, May 31, 1971.","""Cairo Police Claim Station Is Attacked,"" Hartford Courant, May 31, 1971.","""Cairo Radio Operator Shot, In Fair Condition,"" Southeast Missourian, June 1, 1971.",Hewitt Project,-9,-9,0,-9,,1971-05-29
903,197106050002,1971,6,5,,0,,217,United States,1,North America,New York,New York City,"40,697132","-73,931351",1.0,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,11.0,Entertainment/Cultural/Stadium/Casino,,Triple O Night Club,217.0,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,,0.0,,,0,4.0,,,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Pistols,1.0,1.0,,0.0,,,1,3.0,Minor (likely < $1 million),1000.0,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,,1971-06-05
958,197108150001,1971,8,15,,0,,217,United States,1,North America,Georgia,Fayetteville,"33,44865","-84,454564",1.0,0,,,1,1,1,0,,,0,1,0,9,Unknown,,,,,3,Police,25.0,Police Security Forces/Officers,Bank,Police Officer,217.0,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,,0.0,,,0,,,,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,Disorders and Terrorism Chronology,0,0,0,0,,1971-08-15
959,197108150004,1971,8,15,,0,,217,United States,1,North America,Georgia,Atlanta,"33,74502","-84,391669",1.0,0,,,1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,3.0,Bank/Commerce,,Bank,217.0,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Pistols,1.0,1.0,,0.0,,,1,4.0,Unknown,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,,1971-08-15
960,197108150005,1971,8,15,,0,,217,United States,1,North America,Vermont,Vernon,"42,761624","-72,511495",1.0,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,21,Utilities,107.0,Electricity,,Yankee Nuclear Power Plant,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,1.0,,,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Pistol,0.0,,,1.0,1.0,,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,-9,-9,0,-9,,1971-08-15
1020,197109180002,1971,9,18,,0,,217,United States,1,North America,New Jersey,Plainfield,"40,617623","-74,417061",1.0,0,Intersection of West 6th Street and Liberty Street,"9/18/1971: Unknown perpetrators ambushed Police Officer Frank Buczek while he was on duty in Plainfield, New Jersey, United States.  Officer Buczek was shot in the back of the head and died from his wounds.",1,1,1,1,2.0,Other Crime Type,0,1,0,2,Armed Assault,,,,,3,Police,25.0,Police Security Forces/Officers,Plainfield Police Department,Indiscriminate police officer in Plainfield New Jersey,217.0,United States,,,,,,,,,,,,,,,,,Black Nationalists,,,,,,To kill police,1.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,,1.0,1.0,0.0,0.0,0.0,0.0,0,,,,,0.0,,,,,,,0.0,,,,,,,,,"Police Officer Frank Buczek was killed ""execution style.""  A year earlier, Plainfield Police Officer Robert Perry was killed two blocks away while on duty (197006300001).","Marcia McKnight Trick, ""Chronology of Incidents of Terroristic, Quasi-Terroristic, and Political Violence in the United States: January 1965 to March 1976,"" National Advisory Committee on Criminal Justice Standards and Goals: Report of the Task Force on Disorders and Terrorism, 1976.","""The Officer Down Memorial Page Remembers: Patrolman Frank Buczek,"" The Officer Down Memorial Page, 2009. <http://www.odmp.org/officer/2450-patrolman-frank-buczek>.",,Hewitt Project,-9,-9,0,-9,,1971-09-18
1064,197111030001,1971,11,3,,0,,217,United States,1,North America,Georgia,Atlanta,"33,74502","-84,391669",1.0,0,,,1,1,1,1,2.0,Other Crime Type,0,1,0,1,Assassination,,,,,3,Police,25.0,Police Security Forces/Officers,Atlanta Police,"Policeman, James Richard Green",217.0,United States,,,,,,,,,,,,,,,,,Black Liberation Army,,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,3.0,Handgun,,,,,,,,,,,,,Pistol,1.0,1.0,,0.0,0.0,,0,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,PGIS,0,0,0,0,,1971-11-03
1079,197111170003,1971,11,17,,0,18-11-1971,217,United States,1,North America,Oklahoma,Norman,"35,205894","-97,445714",1.0,0,Oklahoma University,"11/17/1971: Unknown perpetrators set fire to four buildings on the Oklahoma University campus in Norman, Oklahoma, United States.  Two other incendiary devices failed to ignite.  The Bizel Memorial Library was also vandalized.  In total, twenty-seven people were injured and the buildings sustained an estimated $200,000 in damages.",1,1,1,0,,,0,1,0,7,Facility/Infrastructure Attack,,,,,8,Educational Institution,49.0,School/University/Educational Building,Oklahoma University,"Storage building, Walker Tower, Wilson Center Cafeteria, Building 8, Microbiology building, and the Bizel Memorial Library at Oklahoma University",217.0,United States,3.0,Police,22.0,"Police Building (headquarters, station, school)",Oklahoma University Campus Police,"Campus Police Building, Oklahoma University",217.0,United States,,,,,,,,,White supremacists/nationalists,,,,,,This incident occurred during a period of intense racial conflict on the Oklahoma University campus,0.0,,,0,-99.0,-99.0,0.0,,,,,,,,,,8,Incendiary,20.0,Gasoline or Alcohol,11.0,Sabotage Equipment,,,,,,,,,,,Explosive wick incendiary devices taped to doors of building.  Library cards dumped on the floor and soaked with glue and molasses.,0.0,0.0,0.0,27.0,27.0,0.0,1,3.0,Minor (likely < $1 million),200000.0,"Building 8 destroyed. Walker Tower, Wilson Center Cafeteria, and Storage building damaged.",0.0,,,,,,,0.0,,,,,,,,,"At the time, African American students at Oklahoma University believed that many ""racial atrocities"" were being committed on campus.  The first fire began at a book storage building at 10:30 PM.  At 4:30 AM, on November 18, two fires simultaneously ignited at the Wilson Center Cafeteria and Walker Tower.  A fire was set at Building 8 on south campus at 5:20 AM.  Failed incendiary devices were also discovered at the Microbiology building and Campus Police Building.  Five days before the incident, the University Administration Building was firebombed (197111120002).  Hours before the incident, there was a shooting at the Black People's Union (197111170002).","""Arsonists Are Hunted At Okla. U.,"" Washington Post, November 19, 1971.","""Probe Arson in OU Fires,"" The Fort Scott Tribune, November 18, 1971.","""OU Damages $200,000, 27 Hurt; Vandals Sought,"" Lawrence Journal-World, November 19, 1971.",Hewitt Project,-9,-9,0,-9,,1971-11-17
1140,197201160001,1972,1,16,,0,,155,West Bank and Gaza Strip,10,Middle East & North Africa,Gaza Strip,Gaza,"31,502407","34,459743",1.0,0,,,1,1,1,-9,,,0,1,0,2,Armed Assault,,,,,14,Private Citizens & Property,77.0,Laborer (General)/Occupation Identified,US Medical Staff,Nurse,217.0,United States,,,,,,,,,,,,,,,,,Unknown,,,,,,,0.0,,,0,,,,,,,,,,,,,5,Firearms,5.0,Unknown Gun Type,,,,,,,,,,,,,Firearms,1.0,1.0,0.0,3.0,0.0,0.0,1,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,State Department 1997 Document,-9,-9,1,1,,1972-01-16
